SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.699,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.5686,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.4815,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.1249,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.9208,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.1938,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.6021,,,,,,0.0
CCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.3665,,,,,,1.0
CCCCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.8861,,,,,,1.0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.0706,,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0757,,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.8013,,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.9208,,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.7212,,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.8697,,,,,,2.0
CCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0555,,,,,,3.0
CCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.4815,,,,,,3.0
CCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.4202,,,,,,4.0
CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.041,,,,,,4.0
CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.0506,,,,,,4.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.1549,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.9208,39.4,,,32.57,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.699,39.5,,,32.47,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.4318,41.5,,,30.47,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.2007,43.0,,,28.97,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0809,42.8,,,29.17,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0458,,,,,,7.0
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0655,,,,,,7.0
CCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.5229,,,,,,9.0
CCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.2757,,,,,,9.0
CCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,2.2248,,,,,,9.0
CCCCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.857,,,,,,0.0
CCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.4318,,,,,,0.0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.6576,,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.3768,,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.1249,,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0362,,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0757,,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0605,,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.1871,,,,,,1.0
CCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.2076,32.0,,,39.97,,1.0
CCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.7447,,,,,,3.0
CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,1.4634,,,,,,4.0
CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,1.3206,,,,,,4.0
CCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5935,,,,,,7.0
CCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5986,,,,,,7.0
CCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5086,,,,,,7.0
CCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5817,,,,,,7.0
CCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.8601,,,,,,7.0
CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.3565,,,,,,7.0
CCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.4318,,,,,,7.0
CCCCCCCC[N+](C)(C)CCc1ccc(CC)cc1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.6108,,,,,,8.0
CCCCCCCC[N+](C)(C)CCc1cccc(CC)c1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.6459,,,,,,8.0
CCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,0.7959,,,,,,2.0
CCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,1.090979146,,,,,,2.0
CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC.[Br-].[Br-],gemini cationic,25.0,0.799970733,,,,,,5.0
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.634512015,31.3,,,40.67,,4.0
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC.COS(=O)(=O)[O-].[Cl-].[Cl-],gemini cationic,25.0,3.504455662,32.6,,,39.37,,8.0
CCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.450996738,,,,,,4.0
CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.074997492,,,,,,6.0
CCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.630969778,,,,,,7.0
CCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.509058795,,,,,,8.0
CCCCCCCCCCC(CSCCCSCC(CCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,2.456056058,,,,,,8.0
CCCCCCCCCCC(CSCCSCC(CCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.398048596,,,,,,9.0
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.201971207,,,,,,0.0
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.227971835,,,,,,0.0
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.587035728,,,,,,0.0
CCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.851089007,,,,,,2.0
CCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.72399801,,,,,,2.0
CCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.408045445,,,,,,2.0
CCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.148986393,,,,,,2.0
CCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.070990015,,,,,,2.0
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1.[Br-].[Br-],gemini cationic,25.0,4.0,,,,,,2.0
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.0,,,,,,2.0
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.921180817,,,,,,3.0
CCCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.903089987,,,,,,4.0
CCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.8569852,,,,,,4.0
CCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.756961951,,,,,,4.0
CCCCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.698970004,,,,,,4.0
CCCCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.677987561,,,,,,4.0
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1.[Br-].[Br-],gemini cationic,25.0,4.523023534,,,,,,4.0
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.657972312,,,,,,4.0
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.376957566,,,,,,5.0
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.444059562,,,,,,5.0
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.260032303,,,,,,5.0
CCCCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.978810701,,,,,,7.0
CCCCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,4.779891912,,,,,,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.301029996,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,3.080974235,,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.173990022,,,,,,0.0
CCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.357041121,,,,,,1.0
CCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,4.224025669,,,,,,1.0
CCCCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.538051505,37.6,,,34.37,,1.0
CCCCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.916855857,,,,,,1.0
CCCCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.283996656,,,,,,2.0
CCCCCCCCCCCCCCOc1ccc[n+](CC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.469032318,,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.070990015,,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,2.292004254,,,,,,2.0
CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.886056648,,,,,,3.0
CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.684029655,,,,,,3.0
CCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.886056648,38.0,,,33.97,,3.0
CCCCCCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.973875483,,,,,,3.0
CCCCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.921180817,,,,,,3.0
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.795880017,,,,,,4.0
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)NCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.469032318,,,,,,4.0
CCCCCCCCCCCCOC(=O)C[N+](C)(C)C(=O)NCCCCCCNC(=O)[N+](C)(C)CC(=O)OCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.602059991,,,,,,4.0
CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.49498576,,,,,,4.0
CCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.444059562,,,,,,4.0
CCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.721017883,,,,,,5.0
CCCCCCCCCCCCS(=O)(=O)[O-].CCC[N+](CCC)(CCC)CCC,gemini cationic,25.0,3.744968837,,,,,,5.0
CCCCCCCCCCCC[N+](C)(C)C(=O)NCCCCCCCCCCCCNC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.657972312,,,,,,5.0
CCCCCCCCCCCC[N+](C)(C)C(=O)NCCNC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.027010773,,,,,,5.0
CCCCCCCCCCCC[N+](C)(C)C(=O)OCCCCCCOC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.114017189,,,,,,5.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.128018646,38.0,,,33.97,,6.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.205024256,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.251037139,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.406049705,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.501965276,35.0,,,36.97,,6.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.598944274,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.027010773,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.045998832,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.932185489,,,,,,7.0
CCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.041006335,,,,,,8.0
CCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.049976093,,,,,,8.0
CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.179995693,,,,,,8.0
CCCCCCCCCCCC[N+]1(CCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.301029996,,,,,,8.0
CCCCCCCCCCCC[N+]1(CCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.208028799,,,,,,8.0
CCCCCCCCCCCC[N+]1(CCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.108016769,,,,,,8.0
CCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.080974235,38.1,,,33.87,,8.0
CCCCCCCCCCCC[n+]1ccccc1CCCCCCCCc1cccc[n+]1CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.955068454,,,,,,8.0
CCCCCCCCCCCC[n+]1ccccc1CCCCc1cccc[n+]1CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.893129456,,,,,,8.0
CCCCCCCCCCCC[n+]1ccccc1CCCc1cccc[n+]1CCCCCCCCCCCC.CS(=O)(=O)[O-].CS(=O)(=O)[O-],gemini cationic,25.0,2.68006156,,,,,,8.0
CCCCCCCCCCCC[n+]1ccccc1CCCc1cccc[n+]1CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.077015184,,,,,,8.0
CCCCCCCCCCCC[n+]1ccccc1CCCc1cccc[n+]1CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.821023053,,,,,,8.0
CCCCCCCCCCCC[n+]1ccccc1CCc1cccc[n+]1CCCCCCCCCCCC.CS(=O)(=O)[O-].CS(=O)(=O)[O-],gemini cationic,25.0,2.684029655,,,,,,8.0
CCCCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.108016769,,,,,,8.0
CCCCCCCCCCCCn1cc[n+](CCCCCC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.131003098,,,,,,8.0
CCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.136974704,,,,,,8.0
CCCCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.275970027,,,,,,8.0
CCCCCCCCCCCCn1cc[n+](CC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.194023649,,,,,,8.0
CCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.432033093,,,,,,0.0
CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.274987275,,,,,,2.0
CCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.240030142,39.1,,,32.87,,2.0
CCCCCCCCCCc1cccc[n+]1CCCC[n+]1ccccc1CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0,,,,,,2.0
CCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.597051171,,,,,,3.0
CCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.294992041,,,,,,3.0
CCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.471983659,,,,,,3.0
CCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.360015752,,,,,,9.0
